# select substr(TS_DAY,1,4) || '-' || substr(TS_DAY,5,2) || '-' || substr(TS_DAY,7,2) as T, 
# UPASS_2010, UPASS_2011, UPASS_2012, UPASS_2013,
# MONTHLYPASS_2010, MONTHLYPASS_2011, MONTHLYPASS_2012, MONTHLYPASS_2013,
# DISCOUNTPASS_2010, DISCOUNTPASS_2011, DISCOUNTPASS_2012, DISCOUNTPASS_2013
# from V_YEARSPREAD

########################################################################################
2013-10-31,8131,17704,19168,,6714,14206,12057,,4406,8401,6725,
2013-11-01,17040,18092,18072,,11025,12640,11001,,5153,6208,5076,
2013-11-02,18123,17673,19608,,13582,13837,12229,,7227,7320,6872,
2013-11-03,17883,18375,9633,,14204,14707,7057,,7631,8055,4405,
2013-11-04,18194,20543,7209,,14504,14910,5792,,8212,9628,3500,
2013-11-05,20294,9961,17061,,14339,8071,12950,,8626,5565,7015,
2013-11-06,9721,7148,17782,,7993,6419,13275,,5270,4325,7041,
2013-11-07,7286,17087,17663,,6654,14585,13549,,4063,8297,7304,
2013-11-08,16825,18480,17981,,14226,15304,13753,,8185,8806,7555,
2013-11-09,18597,10326,18060,,14675,15238,13143,,8092,8919,7527,
2013-11-10,10661,9451,7189,,15232,15475,7190,,9165,9516,4631,
2013-11-11,5850,5942,4748,,7109,7313,5365,,4642,5019,3282,
2013-11-12,8540,6227,5263,,13936,7396,6012,,8402,5009,3906,
2013-11-13,7216,6344,8966,,7671,6270,13052,,5030,3968,6862,
2013-11-14,6926,16983,10721,,6385,14475,13468,,3733,8374,7221,
2013-11-15,16978,17873,16318,,14260,15549,13762,,8019,8919,7200,
2013-11-16,17918,17205,17766,,14830,14829,13328,,8253,8434,7558,
2013-11-17,17864,17746,9572,,14556,15118,7477,,8026,8888,4439,
2013-11-18,17943,18973,6832,,14920,15388,5557,,8491,9391,3167,
2013-11-19,19421,11138,16624,,14661,8496,11990,,8737,5593,5884,
2013-11-20,10572,7020,18166,,7949,6300,13231,,4894,4279,7024,
2013-11-21,7595,17291,17589,,6202,13963,12974,,3620,6827,6629,
2013-11-22,15479,17842,17888,,11750,14581,12839,,5806,8010,6972,
2013-11-23,19555,17943,19738,,13850,15303,12396,,7023,8601,6296,
2013-11-24,19167,17222,10312,,14071,14453,7210,,7340,7997,4541,
